Periodo,Dominio,Score,IPA27_Geom,IPA27_Aritm,Penalizacion_Deseq,Es_Cuello_Botella
2025Q1,Sociedades Inclusivas,53.825314070299676,55.286497321158876,55.99836726487856,0.7118699437196838,False
2025Q1,Economías Abiertas,46.17106772488913,55.286497321158876,55.99836726487856,0.7118699437196838,True
2025Q1,Personas Empoderadas,67.99871999944686,55.286497321158876,55.99836726487856,0.7118699437196838,False
2025Q2,Sociedades Inclusivas,53.42580918066357,56.486583765663084,57.03437162243585,0.5477878567727643,False
2025Q2,Economías Abiertas,49.43359208598027,56.486583765663084,57.03437162243585,0.5477878567727643,True
2025Q2,Personas Empoderadas,68.2437136006637,56.486583765663084,57.03437162243585,0.5477878567727643,False
2025Q3,Sociedades Inclusivas,52.85091711630167,56.97759582646267,57.495712242883485,0.518116416420817,False
2025Q3,Economías Abiertas,50.970938578953216,56.97759582646267,57.495712242883485,0.518116416420817,True
2025Q3,Personas Empoderadas,68.66528103339557,56.97759582646267,57.495712242883485,0.518116416420817,False
2025Q4,Sociedades Inclusivas,53.97965978529068,57.34242381538349,57.833930314471026,0.4915064990875351,False
2025Q4,Economías Abiertas,50.90726957860011,57.34242381538349,57.833930314471026,0.4915064990875351,True
2025Q4,Personas Empoderadas,68.61486157952228,57.34242381538349,57.833930314471026,0.4915064990875351,False
2026Q1,Sociedades Inclusivas,55.47897551954047,58.14524452835236,58.61430358622753,0.469059057875171,False
2026Q1,Economías Abiertas,51.32091464736841,58.14524452835236,58.61430358622753,0.469059057875171,True
2026Q1,Personas Empoderadas,69.0430205917737,58.14524452835236,58.61430358622753,0.469059057875171,False
2026Q2,Sociedades Inclusivas,55.89399168291298,58.39251549487554,58.88497445853893,0.49245896366338826,False
2026Q2,Economías Abiertas,51.23180330895938,58.39251549487554,58.88497445853893,0.49245896366338826,True
2026Q2,Personas Empoderadas,69.52912838374442,58.39251549487554,58.88497445853893,0.49245896366338826,False
