Periodo,Año,Trimestre,Region,Categoria_Unificada,Valor_Trimestral
2016-Q1,2016,1,AND,DAÃOS,8593.0
2016-Q1,2016,1,AND,HOMICIDIOS CONSUMADOS,16.0
2016-Q1,2016,1,AND,HURTOS,26466.0
2016-Q1,2016,1,AND,ROBO CON VIOLENCIA E INTIMIDACIÃN,1838.0
2016-Q1,2016,1,AND,ROBOS EN DOMICILIOS,4833.0
2016-Q1,2016,1,AND,SUSTRACCIÃN VEHÃCULOS A MOTOR,2091.0
2016-Q1,2016,1,AND,TOTAL INFRACCIONES PENALES,80611.0
2016-Q1,2016,1,AND,TRÃFICO DE DROGAS,683.0
2016-Q1,2016,1,ESP,DAÃOS,53517.0
2016-Q1,2016,1,ESP,HOMICIDIOS CONSUMADOS,72.0
2016-Q1,2016,1,ESP,HURTOS,169129.0
2016-Q1,2016,1,ESP,ROBO CON VIOLENCIA E INTIMIDACIÃN,15559.0
2016-Q1,2016,1,ESP,ROBOS EN DOMICILIOS,31154.0
2016-Q1,2016,1,ESP,SUSTRACCIÃN VEHÃCULOS A MOTOR,10177.0
2016-Q1,2016,1,ESP,TOTAL INFRACCIONES PENALES,487643.0
2016-Q1,2016,1,ESP,TRÃFICO DE DROGAS,2699.0
2016-Q2,2016,2,AND,DAÃOS,8255.0
2016-Q2,2016,2,AND,HOMICIDIOS CONSUMADOS,8.0
2016-Q2,2016,2,AND,HURTOS,28675.0
2016-Q2,2016,2,AND,ROBO CON VIOLENCIA E INTIMIDACIÃN,1920.0
2016-Q2,2016,2,AND,ROBOS EN DOMICILIOS,4396.0
2016-Q2,2016,2,AND,SUSTRACCIÃN VEHÃCULOS A MOTOR,2122.0
2016-Q2,2016,2,AND,TOTAL INFRACCIONES PENALES,84739.0
2016-Q2,2016,2,AND,TRÃFICO DE DROGAS,837.0
2016-Q2,2016,2,ESP,DAÃOS,53617.0
2016-Q2,2016,2,ESP,HOMICIDIOS CONSUMADOS,76.0
2016-Q2,2016,2,ESP,HURTOS,179253.0
2016-Q2,2016,2,ESP,ROBO CON VIOLENCIA E INTIMIDACIÃN,15214.0
2016-Q2,2016,2,ESP,ROBOS EN DOMICILIOS,26304.0
2016-Q2,2016,2,ESP,SUSTRACCIÃN VEHÃCULOS A MOTOR,10773.0
2016-Q2,2016,2,ESP,TOTAL INFRACCIONES PENALES,505953.0
2016-Q2,2016,2,ESP,TRÃFICO DE DROGAS,3377.0
2016-Q3,2016,3,AND,DAÃOS,9034.0
2016-Q3,2016,3,AND,HOMICIDIOS CONSUMADOS,25.0
2016-Q3,2016,3,AND,HURTOS,29304.0
2016-Q3,2016,3,AND,ROBO CON VIOLENCIA E INTIMIDACIÃN,1928.0
2016-Q3,2016,3,AND,ROBOS EN DOMICILIOS,4716.0
2016-Q3,2016,3,AND,SUSTRACCIÃN VEHÃCULOS A MOTOR,2387.0
2016-Q3,2016,3,AND,TOTAL INFRACCIONES PENALES,87334.0
2016-Q3,2016,3,AND,TRÃFICO DE DROGAS,924.0
2016-Q3,2016,3,ESP,DAÃOS,54931.0
2016-Q3,2016,3,ESP,HOMICIDIOS CONSUMADOS,79.0
2016-Q3,2016,3,ESP,HURTOS,192471.0
2016-Q3,2016,3,ESP,ROBO CON VIOLENCIA E INTIMIDACIÃN,16587.0
2016-Q3,2016,3,ESP,ROBOS EN DOMICILIOS,27897.0
2016-Q3,2016,3,ESP,SUSTRACCIÃN VEHÃCULOS A MOTOR,11272.0
2016-Q3,2016,3,ESP,TOTAL INFRACCIONES PENALES,526891.0
2016-Q3,2016,3,ESP,TRÃFICO DE DROGAS,3530.0
2016-Q4,2016,4,AND,DAÃOS,8628.0
2016-Q4,2016,4,AND,HOMICIDIOS CONSUMADOS,19.0
2016-Q4,2016,4,AND,HURTOS,25143.0
2016-Q4,2016,4,AND,ROBO CON VIOLENCIA E INTIMIDACIÃN,1793.0
2016-Q4,2016,4,AND,ROBOS EN DOMICILIOS,4294.0
2016-Q4,2016,4,AND,SUSTRACCIÃN VEHÃCULOS A MOTOR,2277.0
2016-Q4,2016,4,AND,TOTAL INFRACCIONES PENALES,79510.0
2016-Q4,2016,4,AND,TRÃFICO DE DROGAS,698.0
2016-Q4,2016,4,ESP,DAÃOS,52700.0
2016-Q4,2016,4,ESP,HOMICIDIOS CONSUMADOS,65.0
2016-Q4,2016,4,ESP,HURTOS,171055.0
2016-Q4,2016,4,ESP,ROBO CON VIOLENCIA E INTIMIDACIÃN,15979.0
2016-Q4,2016,4,ESP,ROBOS EN DOMICILIOS,27570.0
2016-Q4,2016,4,ESP,SUSTRACCIÃN VEHÃCULOS A MOTOR,11302.0
2016-Q4,2016,4,ESP,TOTAL INFRACCIONES PENALES,491099.0
2016-Q4,2016,4,ESP,TRÃFICO DE DROGAS,2834.0
2017-Q1,2017,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,33.0
2017-Q1,2017,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,516.0
2017-Q1,2017,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,681.0
2017-Q1,2017,1,AND,HOMICIDIOS CONSUMADOS,12.0
2017-Q1,2017,1,AND,HOMICIDIOS TENTATIVA,59.0
2017-Q1,2017,1,AND,HURTOS,25203.0
2017-Q1,2017,1,AND,RESTO DELITOS LIBERTAD SEXUAL,483.0
2017-Q1,2017,1,AND,ROBOS CON FUERZA,6918.0
2017-Q1,2017,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1952.0
2017-Q1,2017,1,AND,ROBOS EN DOMICILIOS,4717.0
2017-Q1,2017,1,AND,SECUESTRO,1.0
2017-Q1,2017,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,2278.0
2017-Q1,2017,1,AND,TOTAL INFRACCIONES PENALES,83227.0
2017-Q1,2017,1,AND,TRÃ¡FICO DE DROGAS,833.0
2017-Q1,2017,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,287.0
2017-Q1,2017,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,2667.0
2017-Q1,2017,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,3955.0
2017-Q1,2017,1,ESP,HOMICIDIOS CONSUMADOS,78.0
2017-Q1,2017,1,ESP,HOMICIDIOS TENTATIVA,217.0
2017-Q1,2017,1,ESP,HURTOS,168642.0
2017-Q1,2017,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,2380.0
2017-Q1,2017,1,ESP,ROBOS CON FUERZA,39651.0
2017-Q1,2017,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15622.0
2017-Q1,2017,1,ESP,ROBOS EN DOMICILIOS,27393.0
2017-Q1,2017,1,ESP,SECUESTRO,15.0
2017-Q1,2017,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,10963.0
2017-Q1,2017,1,ESP,TOTAL INFRACCIONES PENALES,496307.0
2017-Q1,2017,1,ESP,TRÃ¡FICO DE DROGAS,3011.0
2017-Q2,2017,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,44.0
2017-Q2,2017,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,530.0
2017-Q2,2017,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,767.0
2017-Q2,2017,2,AND,HOMICIDIOS CONSUMADOS,16.0
2017-Q2,2017,2,AND,HOMICIDIOS TENTATIVA,63.0
2017-Q2,2017,2,AND,HURTOS,26572.0
2017-Q2,2017,2,AND,RESTO DELITOS LIBERTAD SEXUAL,486.0
2017-Q2,2017,2,AND,ROBOS CON FUERZA,6097.0
2017-Q2,2017,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1793.0
2017-Q2,2017,2,AND,ROBOS EN DOMICILIOS,4244.0
2017-Q2,2017,2,AND,SECUESTRO,9.0
2017-Q2,2017,2,AND,SUSTRACCIONES DE VEHÃ­CULOS,2323.0
2017-Q2,2017,2,AND,TOTAL INFRACCIONES PENALES,84456.0
2017-Q2,2017,2,AND,TRÃ¡FICO DE DROGAS,921.0
2017-Q2,2017,2,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,324.0
2017-Q2,2017,2,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3048.0
2017-Q2,2017,2,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,4399.0
2017-Q2,2017,2,ESP,HOMICIDIOS CONSUMADOS,74.0
2017-Q2,2017,2,ESP,HOMICIDIOS TENTATIVA,224.0
2017-Q2,2017,2,ESP,HURTOS,175557.0
2017-Q2,2017,2,ESP,RESTO DELITOS LIBERTAD SEXUAL,2724.0
2017-Q2,2017,2,ESP,ROBOS CON FUERZA,34405.0
2017-Q2,2017,2,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,14713.0
2017-Q2,2017,2,ESP,ROBOS EN DOMICILIOS,23545.0
2017-Q2,2017,2,ESP,SECUESTRO,19.0
2017-Q2,2017,2,ESP,SUSTRACCIONES DE VEHÃ­CULOS,11141.0
2017-Q2,2017,2,ESP,TOTAL INFRACCIONES PENALES,503617.0
2017-Q2,2017,2,ESP,TRÃ¡FICO DE DROGAS,3446.0
2017-Q3,2017,3,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,54.0
2017-Q3,2017,3,AND,DELITOS CONTRA LIBERTAD SEXUAL,538.0
2017-Q3,2017,3,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,826.0
2017-Q3,2017,3,AND,HOMICIDIOS CONSUMADOS,12.0
2017-Q3,2017,3,AND,HOMICIDIOS TENTATIVA,53.0
2017-Q3,2017,3,AND,HURTOS,27676.0
2017-Q3,2017,3,AND,RESTO DELITOS LIBERTAD SEXUAL,484.0
2017-Q3,2017,3,AND,ROBOS CON FUERZA,5990.0
2017-Q3,2017,3,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,2009.0
2017-Q3,2017,3,AND,ROBOS EN DOMICILIOS,4443.0
2017-Q3,2017,3,AND,SECUESTRO,4.0
2017-Q3,2017,3,AND,SUSTRACCIONES DE VEHÃ­CULOS,2165.0
2017-Q3,2017,3,AND,TOTAL INFRACCIONES PENALES,86154.0
2017-Q3,2017,3,AND,TRÃ¡FICO DE DROGAS,939.0
2017-Q3,2017,3,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,443.0
2017-Q3,2017,3,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3277.0
2017-Q3,2017,3,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,5034.0
2017-Q3,2017,3,ESP,HOMICIDIOS CONSUMADOS,88.0
2017-Q3,2017,3,ESP,HOMICIDIOS TENTATIVA,222.0
2017-Q3,2017,3,ESP,HURTOS,192553.0
2017-Q3,2017,3,ESP,RESTO DELITOS LIBERTAD SEXUAL,2834.0
2017-Q3,2017,3,ESP,ROBOS CON FUERZA,36296.0
2017-Q3,2017,3,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15823.0
2017-Q3,2017,3,ESP,ROBOS EN DOMICILIOS,26460.0
2017-Q3,2017,3,ESP,SECUESTRO,16.0
2017-Q3,2017,3,ESP,SUSTRACCIONES DE VEHÃ­CULOS,10441.0
2017-Q3,2017,3,ESP,TOTAL INFRACCIONES PENALES,527882.0
2017-Q3,2017,3,ESP,TRÃ¡FICO DE DROGAS,3653.0
2017-Q4,2017,4,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,42.0
2017-Q4,2017,4,AND,DELITOS CONTRA LIBERTAD SEXUAL,480.0
2017-Q4,2017,4,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,656.0
2017-Q4,2017,4,AND,HOMICIDIOS CONSUMADOS,9.0
2017-Q4,2017,4,AND,HOMICIDIOS TENTATIVA,32.0
2017-Q4,2017,4,AND,HURTOS,24295.0
2017-Q4,2017,4,AND,RESTO DELITOS LIBERTAD SEXUAL,438.0
2017-Q4,2017,4,AND,ROBOS CON FUERZA,5713.0
2017-Q4,2017,4,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1914.0
2017-Q4,2017,4,AND,ROBOS EN DOMICILIOS,3872.0
2017-Q4,2017,4,AND,SECUESTRO,1.0
2017-Q4,2017,4,AND,SUSTRACCIONES DE VEHÃ­CULOS,1989.0
2017-Q4,2017,4,AND,TOTAL INFRACCIONES PENALES,80494.0
2017-Q4,2017,4,AND,TRÃ¡FICO DE DROGAS,779.0
2017-Q4,2017,4,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,328.0
2017-Q4,2017,4,ESP,DELITOS CONTRA LIBERTAD SEXUAL,2700.0
2017-Q4,2017,4,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,4698.0
2017-Q4,2017,4,ESP,HOMICIDIOS CONSUMADOS,68.0
2017-Q4,2017,4,ESP,HOMICIDIOS TENTATIVA,136.0
2017-Q4,2017,4,ESP,HURTOS,175646.0
2017-Q4,2017,4,ESP,RESTO DELITOS LIBERTAD SEXUAL,2372.0
2017-Q4,2017,4,ESP,ROBOS CON FUERZA,39299.0
2017-Q4,2017,4,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,15605.0
2017-Q4,2017,4,ESP,ROBOS EN DOMICILIOS,27701.0
2017-Q4,2017,4,ESP,SECUESTRO,19.0
2017-Q4,2017,4,ESP,SUSTRACCIONES DE VEHÃ­CULOS,9974.0
2017-Q4,2017,4,ESP,TOTAL INFRACCIONES PENALES,517979.0
2017-Q4,2017,4,ESP,TRÃ¡FICO DE DROGAS,2848.0
2018-Q1,2018,1,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,41.0
2018-Q1,2018,1,AND,DELITOS CONTRA LIBERTAD SEXUAL,499.0
2018-Q1,2018,1,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,644.0
2018-Q1,2018,1,AND,HOMICIDIOS CONSUMADOS,16.0
2018-Q1,2018,1,AND,HOMICIDIOS TENTATIVA,32.0
2018-Q1,2018,1,AND,HURTOS,22364.0
2018-Q1,2018,1,AND,RESTO DELITOS LIBERTAD SEXUAL,458.0
2018-Q1,2018,1,AND,ROBOS CON FUERZA,6285.0
2018-Q1,2018,1,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1717.0
2018-Q1,2018,1,AND,ROBOS EN DOMICILIOS,4229.0
2018-Q1,2018,1,AND,SECUESTRO,7.0
2018-Q1,2018,1,AND,SUSTRACCIONES DE VEHÃ­CULOS,1783.0
2018-Q1,2018,1,AND,TOTAL INFRACCIONES PENALES,78377.0
2018-Q1,2018,1,AND,TRÃ¡FICO DE DROGAS,836.0
2018-Q1,2018,1,ESP,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,379.0
2018-Q1,2018,1,ESP,DELITOS CONTRA LIBERTAD SEXUAL,3026.0
2018-Q1,2018,1,ESP,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,3915.0
2018-Q1,2018,1,ESP,HOMICIDIOS CONSUMADOS,73.0
2018-Q1,2018,1,ESP,HOMICIDIOS TENTATIVA,171.0
2018-Q1,2018,1,ESP,HURTOS,165036.0
2018-Q1,2018,1,ESP,RESTO DELITOS LIBERTAD SEXUAL,2647.0
2018-Q1,2018,1,ESP,ROBOS CON FUERZA,40265.0
2018-Q1,2018,1,ESP,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,14384.0
2018-Q1,2018,1,ESP,ROBOS EN DOMICILIOS,28719.0
2018-Q1,2018,1,ESP,SECUESTRO,22.0
2018-Q1,2018,1,ESP,SUSTRACCIONES DE VEHÃ­CULOS,8777.0
2018-Q1,2018,1,ESP,TOTAL INFRACCIONES PENALES,503670.0
2018-Q1,2018,1,ESP,TRÃ¡FICO DE DROGAS,3156.0
2018-Q2,2018,2,AND,1.-AGRESIÃ³N SEXUAL CON PENETRACIÃ³N,53.0
2018-Q2,2018,2,AND,DELITOS CONTRA LIBERTAD SEXUAL,669.0
2018-Q2,2018,2,AND,DELITOS GRAVES Y MENOS GRAVES DE LESIONES Y RIÃ±A TUMULTUARIA,685.0
2018-Q2,2018,2,AND,HOMICIDIOS CONSUMADOS,24.0
2018-Q2,2018,2,AND,HOMICIDIOS TENTATIVA,46.0
2018-Q2,2018,2,AND,HURTOS,24454.0
2018-Q2,2018,2,AND,RESTO DELITOS LIBERTAD SEXUAL,616.0
2018-Q2,2018,2,AND,ROBOS CON FUERZA,5472.0
2018-Q2,2018,2,AND,ROBOS CON VIOLENCIA E INTIMIDACIÃ³N,1756.0
2018-Q2,2018,2,AND,ROBOS EN DOMICILIOS,3700.0
2018-Q2,2018,2,AND,SECUESTRO,6.0
